Ridership_ID,Route_ID,Stop_ID,Date,Boarding_Count,Alighting_Count,Route_Type,Route_Code
195568,103,6,2025-07-02,147,101,City,C03
195569,103,26,2025-07-02,101,158,City,C03
195570,103,55,2025-07-02,101,114,City,C03
195571,103,9,2025-07-02,124,124,City,C03
195572,103,51,2025-07-02,79,124,City,C03
195573,103,39,2025-07-02,79,79,City,C03
195574,103,19,2025-07-02,114,136,City,C03
195575,103,49,2025-07-02,124,124,City,C03
195576,103,23,2025-07-02,204,79,City,C03
195577,103,47,2025-07-02,124,46,City,C03
195578,104,57,2025-07-02,137,173,Express,X11
195579,104,13,2025-07-02,148,197,Express,X11
195580,104,22,2025-07-02,173,197,Express,X11
195581,104,18,2025-07-02,197,137,Express,X11
195582,104,17,2025-07-02,124,161,Express,X11
195583,104,5,2025-07-02,186,124,Express,X11
195584,104,20,2025-07-02,111,186,Express,X11
195585,104,42,2025-07-02,137,137,Express,X11
195586,104,7,2025-07-02,173,173,Express,X11
195587,104,52,2025-07-02,148,86,Express,X11
195588,104,2,2025-07-02,161,111,Express,X11
195589,105,28,2025-07-02,186,259,Express,X28
195590,105,27,2025-07-02,148,173,Express,X28
195591,105,11,2025-07-02,186,124,Express,X28
195592,105,38,2025-07-02,111,99,Express,X28
195593,105,24,2025-07-02,186,137,Express,X28
195594,105,8,2025-07-02,62,124,Express,X28
195595,105,17,2025-07-02,62,259,Express,X28
195596,105,16,2025-07-02,137,259,Express,X28
195597,105,5,2025-07-02,75,137,Express,X28
195598,105,23,2025-07-02,75,186,Express,X28
195599,105,51,2025-07-02,197,50,Express,X28
195600,106,28,2025-07-02,78,107,Feeder,F12
195601,106,4,2025-07-02,58,58,Feeder,F12
195602,106,1,2025-07-02,58,98,Feeder,F12
195603,106,27,2025-07-02,68,87,Feeder,F12
195604,106,41,2025-07-02,78,68,Feeder,F12
195605,106,32,2025-07-02,68,39,Feeder,F12
195606,106,21,2025-07-02,58,87,Feeder,F12
195607,106,34,2025-07-02,98,68,Feeder,F12
195608,106,37,2025-07-02,126,39,Feeder,F12
195609,106,55,2025-07-02,87,49,Feeder,F12
195610,106,6,2025-07-02,87,87,Feeder,F12
195611,106,52,2025-07-02,58,49,Feeder,F12
195612,106,20,2025-07-02,39,58,Feeder,F12
195613,107,13,2025-07-02,74,37,Feeder,F18
195614,107,57,2025-07-02,92,82,Feeder,F18
195615,107,22,2025-07-02,101,74,Feeder,F18
195616,107,34,2025-07-02,64,37,Feeder,F18
195617,107,41,2025-07-02,37,74,Feeder,F18
195618,107,46,2025-07-02,64,82,Feeder,F18
195619,107,21,2025-07-02,37,92,Feeder,F18
195620,107,16,2025-07-02,74,37,Feeder,F18
195621,107,30,2025-07-02,128,56,Feeder,F18
195622,107,4,2025-07-02,64,46,Feeder,F18
195623,107,12,2025-07-02,92,18,Feeder,F18
195624,107,29,2025-07-02,56,101,Feeder,F18
195625,107,1,2025-07-02,82,74,Feeder,F18
195626,107,55,2025-07-02,101,37,Feeder,F18
195627,107,7,2025-07-02,74,64,Feeder,F18
195628,108,15,2025-07-02,58,107,Feeder,F25
195629,108,13,2025-07-02,117,39,Feeder,F25
195630,108,30,2025-07-02,78,98,Feeder,F25
195631,108,57,2025-07-02,87,78,Feeder,F25
195632,108,21,2025-07-02,39,58,Feeder,F25
195633,108,41,2025-07-02,58,68,Feeder,F25
195634,108,6,2025-07-02,107,98,Feeder,F25
195635,108,44,2025-07-02,126,107,Feeder,F25
195636,108,20,2025-07-02,117,98,Feeder,F25
195637,108,45,2025-07-02,29,39,Feeder,F25
195638,108,46,2025-07-02,107,78,Feeder,F25
195639,108,3,2025-07-02,29,107,Feeder,F25
195640,108,47,2025-07-02,87,87,Feeder,F25
195641,108,8,2025-07-02,39,107,Feeder,F25
195642,109,48,2025-07-02,75,43,Intercity,E16
195643,109,55,2025-07-02,85,32,Intercity,E16
195644,109,39,2025-07-02,64,43,Intercity,E16
195645,109,8,2025-07-02,32,85,Intercity,E16
195646,109,32,2025-07-02,64,85,Intercity,E16
195647,109,5,2025-07-02,54,85,Intercity,E16
195648,109,17,2025-07-02,75,43,Intercity,E16
195649,109,26,2025-07-02,43,107,Intercity,E16
195650,109,21,2025-07-02,85,43,Intercity,E16
195651,109,12,2025-07-02,54,64,Intercity,E16
195652,109,20,2025-07-02,107,118,Intercity,E16
195653,110,39,2025-07-02,43,64,Intercity,E22
195654,110,37,2025-07-02,96,64,Intercity,E22
195655,110,40,2025-07-02,43,118,Intercity,E22
195656,110,59,2025-07-02,149,75,Intercity,E22
195657,110,21,2025-07-02,75,64,Intercity,E22
195658,110,41,2025-07-02,43,149,Intercity,E22
195659,110,8,2025-07-02,118,43,Intercity,E22
195660,110,4,2025-07-02,75,64,Intercity,E22
195661,110,6,2025-07-02,96,43,Intercity,E22
195662,110,48,2025-07-02,54,118,Intercity,E22
195663,110,30,2025-07-02,64,43,Intercity,E22
195664,110,19,2025-07-02,43,43,Intercity,E22
195665,110,47,2025-07-02,85,118,Intercity,E22
195666,111,33,2025-07-02,169,114,City,C04
195667,111,16,2025-07-02,136,101,City,C04
195668,111,31,2025-07-02,68,79,City,C04
195669,111,52,2025-07-02,90,46,City,C04
195670,111,56,2025-07-02,124,101,City,C04
195671,111,35,2025-07-02,79,68,City,C04
195672,111,5,2025-07-02,114,90,City,C04
195673,111,25,2025-07-02,136,136,City,C04
195674,111,58,2025-07-02,124,124,City,C04
195675,111,41,2025-07-02,181,114,City,C04
195676,111,29,2025-07-02,114,56,City,C04
195677,111,54,2025-07-02,124,68,City,C04
195678,112,4,2025-07-02,137,62,Express,X66
195679,112,1,2025-07-02,186,186,Express,X66
195680,112,29,2025-07-02,161,99,Express,X66
195681,112,45,2025-07-02,148,137,Express,X66
195682,112,35,2025-07-02,124,148,Express,X66
195683,112,15,2025-07-02,124,197,Express,X66
195684,112,59,2025-07-02,197,137,Express,X66
195685,112,33,2025-07-02,137,124,Express,X66
195686,112,25,2025-07-02,111,148,Express,X66
195687,112,56,2025-07-02,248,173,Express,X66
195688,101,16,2025-07-03,147,124,City,C01
195689,101,43,2025-07-03,68,136,City,C01
195690,101,52,2025-07-03,46,101,City,C01
195691,101,33,2025-07-03,101,147,City,C01
195692,101,20,2025-07-03,90,124,City,C01
195693,101,7,2025-07-03,114,124,City,C01
195694,101,6,2025-07-03,147,90,City,C01
195695,101,50,2025-07-03,79,124,City,C01
195696,101,18,2025-07-03,46,101,City,C01
195697,101,58,2025-07-03,136,124,City,C01
195698,101,23,2025-07-03,114,68,City,C01
195699,101,8,2025-07-03,101,204,City,C01
195700,101,59,2025-07-03,181,181,City,C01
195701,101,9,2025-07-03,124,169,City,C01
195702,101,46,2025-07-03,90,114,City,C01
195703,102,2,2025-07-03,79,90,City,C02
195704,102,24,2025-07-03,136,124,City,C02
195705,102,18,2025-07-03,169,90,City,C02
195706,102,10,2025-07-03,79,101,City,C02
195707,102,20,2025-07-03,124,90,City,C02
195708,102,32,2025-07-03,124,68,City,C02
195709,102,7,2025-07-03,215,68,City,C02
195710,102,50,2025-07-03,136,136,City,C02
195711,102,40,2025-07-03,68,34,City,C02
195712,102,34,2025-07-03,181,124,City,C02
195713,102,38,2025-07-03,147,136,City,C02
195714,102,13,2025-07-03,90,124,City,C02
195715,102,26,2025-07-03,136,147,City,C02
195716,103,43,2025-07-03,124,56,City,C03
195717,103,52,2025-07-03,147,90,City,C03
195718,103,33,2025-07-03,79,147,City,C03
195719,103,31,2025-07-03,79,124,City,C03
195720,103,46,2025-07-03,124,136,City,C03
195721,103,6,2025-07-03,101,124,City,C03
195722,103,26,2025-07-03,124,136,City,C03
195723,103,55,2025-07-03,68,101,City,C03
195724,103,9,2025-07-03,124,79,City,C03
195725,103,51,2025-07-03,114,124,City,C03
195726,103,39,2025-07-03,46,68,City,C03
195727,103,19,2025-07-03,136,56,City,C03
195728,103,49,2025-07-03,101,124,City,C03
195729,103,23,2025-07-03,204,147,City,C03
195730,103,47,2025-07-03,79,101,City,C03
195731,104,57,2025-07-03,137,137,Express,X11
195732,104,13,2025-07-03,211,186,Express,X11
195733,104,22,2025-07-03,148,173,Express,X11
195734,104,18,2025-07-03,137,111,Express,X11
195735,104,17,2025-07-03,148,99,Express,X11
195736,104,5,2025-07-03,124,223,Express,X11
195737,104,20,2025-07-03,137,137,Express,X11
195738,104,42,2025-07-03,161,137,Express,X11
195739,104,7,2025-07-03,137,137,Express,X11
195740,104,52,2025-07-03,99,161,Express,X11
195741,104,2,2025-07-03,137,173,Express,X11
195742,105,28,2025-07-03,161,161,Express,X28
195743,105,27,2025-07-03,99,186,Express,X28
195744,105,11,2025-07-03,272,86,Express,X28
195745,105,38,2025-07-03,161,111,Express,X28
195746,105,24,2025-07-03,137,148,Express,X28
195747,105,8,2025-07-03,173,211,Express,X28
195748,105,17,2025-07-03,137,111,Express,X28
195749,105,16,2025-07-03,186,50,Express,X28
195750,105,5,2025-07-03,137,161,Express,X28
195751,105,23,2025-07-03,211,173,Express,X28
195752,105,51,2025-07-03,173,173,Express,X28
195753,106,28,2025-07-03,87,98,Feeder,F12
195754,106,4,2025-07-03,58,98,Feeder,F12
195755,106,1,2025-07-03,155,126,Feeder,F12
195756,106,27,2025-07-03,68,58,Feeder,F12
195757,106,41,2025-07-03,39,58,Feeder,F12
195758,106,32,2025-07-03,49,68,Feeder,F12
195759,106,21,2025-07-03,39,98,Feeder,F12
195760,106,34,2025-07-03,107,87,Feeder,F12
195761,106,37,2025-07-03,58,126,Feeder,F12
195762,106,55,2025-07-03,39,68,Feeder,F12
195763,106,6,2025-07-03,78,87,Feeder,F12
195764,106,52,2025-07-03,39,58,Feeder,F12
195765,106,20,2025-07-03,49,58,Feeder,F12
195766,107,13,2025-07-03,82,56,Feeder,F18
195767,107,57,2025-07-03,64,92,Feeder,F18
195768,107,22,2025-07-03,46,27,Feeder,F18
195769,107,34,2025-07-03,56,56,Feeder,F18
195770,107,41,2025-07-03,110,46,Feeder,F18
195771,107,46,2025-07-03,74,92,Feeder,F18
195772,107,21,2025-07-03,56,37,Feeder,F18
195773,107,16,2025-07-03,37,74,Feeder,F18
195774,107,30,2025-07-03,56,37,Feeder,F18
195775,107,4,2025-07-03,56,101,Feeder,F18
195776,107,12,2025-07-03,37,27,Feeder,F18
195777,107,29,2025-07-03,101,46,Feeder,F18
195778,107,1,2025-07-03,74,18,Feeder,F18
195779,107,55,2025-07-03,64,56,Feeder,F18
195780,107,7,2025-07-03,46,92,Feeder,F18
195781,108,15,2025-07-03,87,98,Feeder,F25
195782,108,13,2025-07-03,78,49,Feeder,F25
195783,108,30,2025-07-03,107,98,Feeder,F25
195784,108,57,2025-07-03,39,49,Feeder,F25
195785,108,21,2025-07-03,78,49,Feeder,F25
195786,108,41,2025-07-03,39,78,Feeder,F25
195787,108,6,2025-07-03,87,98,Feeder,F25
195788,108,44,2025-07-03,87,39,Feeder,F25
195789,108,20,2025-07-03,58,58,Feeder,F25
195790,108,45,2025-07-03,78,107,Feeder,F25
195791,108,46,2025-07-03,126,107,Feeder,F25
195792,108,3,2025-07-03,87,49,Feeder,F25
195793,108,47,2025-07-03,107,98,Feeder,F25
195794,108,8,2025-07-03,126,29,Feeder,F25
195795,109,48,2025-07-03,75,54,Intercity,E16
195796,109,55,2025-07-03,85,43,Intercity,E16
195797,109,39,2025-07-03,96,54,Intercity,E16
195798,109,8,2025-07-03,107,128,Intercity,E16
195799,109,32,2025-07-03,128,64,Intercity,E16
195800,109,5,2025-07-03,43,43,Intercity,E16
195801,109,17,2025-07-03,96,85,Intercity,E16
195802,109,26,2025-07-03,54,149,Intercity,E16
195803,109,21,2025-07-03,64,75,Intercity,E16
195804,109,12,2025-07-03,43,75,Intercity,E16
195805,109,20,2025-07-03,107,107,Intercity,E16
195806,110,39,2025-07-03,75,85,Intercity,E22
195807,110,37,2025-07-03,21,75,Intercity,E22
195808,110,40,2025-07-03,54,107,Intercity,E22
195809,110,59,2025-07-03,43,21,Intercity,E22
195810,110,21,2025-07-03,96,118,Intercity,E22
195811,110,41,2025-07-03,54,96,Intercity,E22
195812,110,8,2025-07-03,85,75,Intercity,E22
195813,110,4,2025-07-03,118,54,Intercity,E22
195814,110,6,2025-07-03,139,75,Intercity,E22
195815,110,48,2025-07-03,54,54,Intercity,E22
195816,110,30,2025-07-03,128,64,Intercity,E22
195817,110,19,2025-07-03,75,118,Intercity,E22
195818,110,47,2025-07-03,43,64,Intercity,E22
195819,111,33,2025-07-03,68,90,City,C04
195820,111,16,2025-07-03,136,101,City,C04
195821,111,31,2025-07-03,101,101,City,C04
195822,111,52,2025-07-03,101,114,City,C04
195823,111,56,2025-07-03,124,90,City,C04
195824,111,35,2025-07-03,147,124,City,C04
195825,111,5,2025-07-03,136,124,City,C04
195826,111,25,2025-07-03,114,114,City,C04
195827,111,58,2025-07-03,147,90,City,C04
195828,111,41,2025-07-03,90,169,City,C04
195829,111,29,2025-07-03,114,124,City,C04
195830,111,54,2025-07-03,101,124,City,C04
195831,112,4,2025-07-03,161,186,Express,X66
195832,112,1,2025-07-03,173,99,Express,X66
195833,112,29,2025-07-03,173,137,Express,X66
195834,112,45,2025-07-03,124,197,Express,X66
195835,112,35,2025-07-03,86,124,Express,X66
195836,112,15,2025-07-03,137,161,Express,X66
195837,112,59,2025-07-03,124,111,Express,X66
195838,112,33,2025-07-03,186,161,Express,X66
195839,112,25,2025-07-03,211,137,Express,X66
195840,112,56,2025-07-03,173,161,Express,X66
195841,101,16,2025-07-04,124,114,City,C01
195842,101,43,2025-07-04,90,124,City,C01
195843,101,52,2025-07-04,124,101,City,C01
195844,101,33,2025-07-04,56,56,City,C01
195845,101,20,2025-07-04,136,124,City,C01
195846,101,7,2025-07-04,114,101,City,C01
195847,101,6,2025-07-04,124,124,City,C01
195848,101,50,2025-07-04,56,124,City,C01
195849,101,18,2025-07-04,114,68,City,C01
195850,101,58,2025-07-04,90,158,City,C01
195851,101,23,2025-07-04,169,101,City,C01
195852,101,8,2025-07-04,124,90,City,C01
195853,101,59,2025-07-04,68,181,City,C01
195854,101,9,2025-07-04,215,56,City,C01
195855,101,46,2025-07-04,124,79,City,C01
195856,102,2,2025-07-04,147,124,City,C02
195857,102,24,2025-07-04,169,124,City,C02
195858,102,18,2025-07-04,147,56,City,C02
195859,102,10,2025-07-04,79,34,City,C02
195860,102,20,2025-07-04,124,101,City,C02
195861,102,32,2025-07-04,124,124,City,C02
195862,102,7,2025-07-04,124,79,City,C02
195863,102,50,2025-07-04,124,124,City,C02
195864,102,40,2025-07-04,114,114,City,C02
195865,102,34,2025-07-04,136,124,City,C02
195866,102,38,2025-07-04,169,101,City,C02
195867,102,13,2025-07-04,101,169,City,C02
195868,102,26,2025-07-04,114,147,City,C02
195869,103,43,2025-07-04,46,101,City,C03
195870,103,52,2025-07-04,79,56,City,C03
195871,103,33,2025-07-04,101,169,City,C03
195872,103,31,2025-07-04,114,114,City,C03
195873,103,46,2025-07-04,56,124,City,C03
195874,103,6,2025-07-04,114,79,City,C03
195875,103,26,2025-07-04,114,136,City,C03
195876,103,55,2025-07-04,124,114,City,C03
195877,103,9,2025-07-04,181,136,City,C03
195878,103,51,2025-07-04,101,114,City,C03
195879,103,39,2025-07-04,124,56,City,C03
195880,103,19,2025-07-04,114,124,City,C03
195881,103,49,2025-07-04,158,124,City,C03
195882,103,23,2025-07-04,124,124,City,C03
195883,103,47,2025-07-04,158,136,City,C03
195884,104,57,2025-07-04,235,235,Express,X11
195885,104,13,2025-07-04,186,173,Express,X11
195886,104,22,2025-07-04,173,148,Express,X11
195887,104,18,2025-07-04,186,99,Express,X11
195888,104,17,2025-07-04,137,148,Express,X11
195889,104,5,2025-07-04,173,223,Express,X11
195890,104,20,2025-07-04,148,99,Express,X11
195891,104,42,2025-07-04,161,223,Express,X11
195892,104,7,2025-07-04,111,197,Express,X11
195893,104,52,2025-07-04,86,124,Express,X11
195894,104,2,2025-07-04,148,86,Express,X11
195895,105,28,2025-07-04,137,211,Express,X28
195896,105,27,2025-07-04,161,173,Express,X28
195897,105,11,2025-07-04,137,197,Express,X28
195898,105,38,2025-07-04,148,197,Express,X28
195899,105,24,2025-07-04,148,161,Express,X28
195900,105,8,2025-07-04,211,148,Express,X28
195901,105,17,2025-07-04,137,137,Express,X28
195902,105,16,2025-07-04,75,62,Express,X28
195903,105,5,2025-07-04,186,148,Express,X28
195904,105,23,2025-07-04,99,148,Express,X28
195905,105,51,2025-07-04,186,186,Express,X28
195906,106,28,2025-07-04,49,78,Feeder,F12
195907,106,4,2025-07-04,39,87,Feeder,F12
195908,106,1,2025-07-04,107,87,Feeder,F12
195909,106,27,2025-07-04,98,78,Feeder,F12
195910,106,41,2025-07-04,146,107,Feeder,F12
195911,106,32,2025-07-04,98,49,Feeder,F12
195912,106,21,2025-07-04,49,49,Feeder,F12
195913,106,34,2025-07-04,87,68,Feeder,F12
195914,106,37,2025-07-04,87,68,Feeder,F12
195915,106,55,2025-07-04,39,107,Feeder,F12
195916,106,6,2025-07-04,107,107,Feeder,F12
195917,106,52,2025-07-04,107,49,Feeder,F12
195918,106,20,2025-07-04,146,58,Feeder,F12
195919,107,13,2025-07-04,37,46,Feeder,F18
195920,107,57,2025-07-04,56,101,Feeder,F18
195921,107,22,2025-07-04,92,56,Feeder,F18
195922,107,34,2025-07-04,82,101,Feeder,F18
195923,107,41,2025-07-04,64,27,Feeder,F18
195924,107,46,2025-07-04,82,101,Feeder,F18
195925,107,21,2025-07-04,74,92,Feeder,F18
195926,107,16,2025-07-04,74,64,Feeder,F18
195927,107,30,2025-07-04,74,92,Feeder,F18
195928,107,4,2025-07-04,82,64,Feeder,F18
195929,107,12,2025-07-04,37,74,Feeder,F18
195930,107,29,2025-07-04,101,92,Feeder,F18
195931,107,1,2025-07-04,101,46,Feeder,F18
195932,107,55,2025-07-04,74,74,Feeder,F18
195933,107,7,2025-07-04,37,64,Feeder,F18
195934,108,15,2025-07-04,107,87,Feeder,F25
195935,108,13,2025-07-04,39,49,Feeder,F25
195936,108,30,2025-07-04,58,78,Feeder,F25
195937,108,57,2025-07-04,58,107,Feeder,F25
195938,108,21,2025-07-04,107,107,Feeder,F25
195939,108,41,2025-07-04,107,87,Feeder,F25
195940,108,6,2025-07-04,166,87,Feeder,F25
195941,108,44,2025-07-04,107,68,Feeder,F25
195942,108,20,2025-07-04,98,29,Feeder,F25
195943,108,45,2025-07-04,68,49,Feeder,F25
195944,108,46,2025-07-04,98,58,Feeder,F25
195945,108,3,2025-07-04,68,29,Feeder,F25
195946,108,47,2025-07-04,58,58,Feeder,F25
195947,108,8,2025-07-04,107,78,Feeder,F25
195948,109,48,2025-07-04,64,85,Intercity,E16
