Ridership_ID,Route_ID,Stop_ID,Date,Boarding_Count,Alighting_Count,Route_Type,Route_Code
209590,111,16,2025-10-01,135,68,City,C04
209591,111,31,2025-10-01,157,79,City,C04
209592,111,52,2025-10-01,90,101,City,C04
209593,111,56,2025-10-01,113,101,City,C04
209594,111,35,2025-10-01,56,101,City,C04
209595,111,5,2025-10-01,79,157,City,C04
209596,111,25,2025-10-01,135,113,City,C04
209597,111,58,2025-10-01,113,157,City,C04
209598,111,41,2025-10-01,169,124,City,C04
209599,111,29,2025-10-01,124,113,City,C04
209600,111,54,2025-10-01,68,101,City,C04
209601,112,4,2025-10-01,190,119,Express,X66
209602,112,1,2025-10-01,119,107,Express,X66
209603,112,29,2025-10-01,107,143,Express,X66
209604,112,45,2025-10-01,155,72,Express,X66
209605,112,35,2025-10-01,143,131,Express,X66
209606,112,15,2025-10-01,119,167,Express,X66
209607,112,59,2025-10-01,214,131,Express,X66
209608,112,33,2025-10-01,190,131,Express,X66
209609,112,25,2025-10-01,226,190,Express,X66
209610,112,56,2025-10-01,107,83,Express,X66
209611,101,16,2025-10-02,147,90,City,C01
209612,101,43,2025-10-02,101,113,City,C01
209613,101,52,2025-10-02,124,101,City,C01
209614,101,33,2025-10-02,124,124,City,C01
209615,101,20,2025-10-02,56,101,City,C01
209616,101,7,2025-10-02,169,113,City,C01
209617,101,6,2025-10-02,101,135,City,C01
209618,101,50,2025-10-02,180,124,City,C01
209619,101,18,2025-10-02,79,135,City,C01
209620,101,58,2025-10-02,169,157,City,C01
209621,101,23,2025-10-02,101,68,City,C01
209622,101,8,2025-10-02,135,135,City,C01
209623,101,59,2025-10-02,293,135,City,C01
209624,101,9,2025-10-02,213,203,City,C01
209625,101,46,2025-10-02,113,46,City,C01
209626,102,2,2025-10-02,135,101,City,C02
209627,102,24,2025-10-02,157,90,City,C02
209628,102,18,2025-10-02,147,124,City,C02
209629,102,10,2025-10-02,113,180,City,C02
209630,102,20,2025-10-02,169,101,City,C02
209631,102,32,2025-10-02,147,124,City,C02
209632,102,7,2025-10-02,124,147,City,C02
209633,102,50,2025-10-02,147,135,City,C02
209634,102,40,2025-10-02,147,101,City,C02
209635,102,34,2025-10-02,101,90,City,C02
209636,102,38,2025-10-02,113,180,City,C02
209637,102,13,2025-10-02,113,113,City,C02
209638,102,26,2025-10-02,101,113,City,C02
209639,103,43,2025-10-02,79,157,City,C03
209640,103,52,2025-10-02,147,157,City,C03
209641,103,33,2025-10-02,135,124,City,C03
209642,103,31,2025-10-02,124,147,City,C03
209643,103,46,2025-10-02,147,124,City,C03
209644,103,6,2025-10-02,169,101,City,C03
209645,103,26,2025-10-02,169,169,City,C03
209646,103,55,2025-10-02,135,180,City,C03
209647,103,9,2025-10-02,79,213,City,C03
209648,103,51,2025-10-02,147,203,City,C03
209649,103,39,2025-10-02,101,124,City,C03
209650,103,19,2025-10-02,157,147,City,C03
209651,103,49,2025-10-02,157,124,City,C03
209652,103,23,2025-10-02,135,90,City,C03
209653,103,47,2025-10-02,124,90,City,C03
209654,104,57,2025-10-02,131,83,Express,X11
209655,104,13,2025-10-02,214,143,Express,X11
209656,104,22,2025-10-02,83,155,Express,X11
209657,104,18,2025-10-02,131,107,Express,X11
209658,104,17,2025-10-02,155,119,Express,X11
209659,104,5,2025-10-02,143,249,Express,X11
209660,104,20,2025-10-02,226,143,Express,X11
209661,104,42,2025-10-02,143,107,Express,X11
209662,104,7,2025-10-02,226,119,Express,X11
209663,104,52,2025-10-02,155,107,Express,X11
209664,104,2,2025-10-02,60,167,Express,X11
209665,105,28,2025-10-02,238,190,Express,X28
209666,105,27,2025-10-02,190,119,Express,X28
209667,105,11,2025-10-02,119,249,Express,X28
209668,105,38,2025-10-02,131,95,Express,X28
209669,105,24,2025-10-02,190,179,Express,X28
209670,105,8,2025-10-02,143,286,Express,X28
209671,105,17,2025-10-02,131,119,Express,X28
209672,105,16,2025-10-02,107,143,Express,X28
209673,105,5,2025-10-02,167,72,Express,X28
209674,105,23,2025-10-02,167,167,Express,X28
209675,105,51,2025-10-02,95,155,Express,X28
209676,106,28,2025-10-02,72,51,Feeder,F12
209677,106,4,2025-10-02,72,20,Feeder,F12
209678,106,1,2025-10-02,20,82,Feeder,F12
209679,106,27,2025-10-02,103,62,Feeder,F12
209680,106,41,2025-10-02,72,92,Feeder,F12
209681,106,32,2025-10-02,62,51,Feeder,F12
209682,106,21,2025-10-02,62,42,Feeder,F12
209683,106,34,2025-10-02,82,82,Feeder,F12
209684,106,37,2025-10-02,103,62,Feeder,F12
209685,106,55,2025-10-02,92,103,Feeder,F12
209686,106,6,2025-10-02,82,72,Feeder,F12
209687,106,52,2025-10-02,42,62,Feeder,F12
209688,106,20,2025-10-02,72,103,Feeder,F12
209689,107,13,2025-10-02,60,60,Feeder,F18
209690,107,57,2025-10-02,70,80,Feeder,F18
209691,107,22,2025-10-02,80,70,Feeder,F18
209692,107,34,2025-10-02,29,110,Feeder,F18
209693,107,41,2025-10-02,80,50,Feeder,F18
209694,107,46,2025-10-02,29,40,Feeder,F18
209695,107,21,2025-10-02,60,70,Feeder,F18
209696,107,16,2025-10-02,70,89,Feeder,F18
209697,107,30,2025-10-02,60,50,Feeder,F18
209698,107,4,2025-10-02,159,40,Feeder,F18
209699,107,12,2025-10-02,60,60,Feeder,F18
209700,107,29,2025-10-02,80,110,Feeder,F18
209701,107,1,2025-10-02,40,80,Feeder,F18
209702,107,55,2025-10-02,89,70,Feeder,F18
209703,107,7,2025-10-02,50,80,Feeder,F18
209704,108,15,2025-10-02,82,123,Feeder,F25
209705,108,13,2025-10-02,82,103,Feeder,F25
209706,108,30,2025-10-02,144,114,Feeder,F25
209707,108,57,2025-10-02,51,72,Feeder,F25
209708,108,21,2025-10-02,42,62,Feeder,F25
209709,108,41,2025-10-02,51,62,Feeder,F25
209710,108,6,2025-10-02,51,42,Feeder,F25
209711,108,44,2025-10-02,51,20,Feeder,F25
209712,108,20,2025-10-02,103,51,Feeder,F25
209713,108,45,2025-10-02,51,72,Feeder,F25
209714,108,46,2025-10-02,51,42,Feeder,F25
209715,108,3,2025-10-02,72,72,Feeder,F25
209716,108,47,2025-10-02,92,51,Feeder,F25
209717,108,8,2025-10-02,62,62,Feeder,F25
209718,109,48,2025-10-02,65,86,Intercity,E16
209719,109,55,2025-10-02,97,76,Intercity,E16
209720,109,39,2025-10-02,97,119,Intercity,E16
209721,109,8,2025-10-02,54,109,Intercity,E16
209722,109,32,2025-10-02,109,76,Intercity,E16
209723,109,5,2025-10-02,97,119,Intercity,E16
209724,109,17,2025-10-02,76,86,Intercity,E16
209725,109,26,2025-10-02,119,141,Intercity,E16
209726,109,21,2025-10-02,76,141,Intercity,E16
209727,109,12,2025-10-02,130,76,Intercity,E16
209728,109,20,2025-10-02,76,76,Intercity,E16
209729,110,39,2025-10-02,97,86,Intercity,E22
209730,110,37,2025-10-02,65,119,Intercity,E22
209731,110,40,2025-10-02,109,86,Intercity,E22
209732,110,59,2025-10-02,130,97,Intercity,E22
209733,110,21,2025-10-02,97,65,Intercity,E22
209734,110,41,2025-10-02,76,86,Intercity,E22
209735,110,8,2025-10-02,97,109,Intercity,E22
209736,110,4,2025-10-02,119,162,Intercity,E22
209737,110,6,2025-10-02,76,76,Intercity,E22
209738,110,48,2025-10-02,65,97,Intercity,E22
209739,110,30,2025-10-02,44,86,Intercity,E22
209740,110,19,2025-10-02,86,97,Intercity,E22
209741,110,47,2025-10-02,54,32,Intercity,E22
209742,111,33,2025-10-02,56,101,City,C04
209743,111,16,2025-10-02,101,56,City,C04
209744,111,31,2025-10-02,90,147,City,C04
209745,111,52,2025-10-02,68,113,City,C04
209746,111,56,2025-10-02,90,113,City,C04
209747,111,35,2025-10-02,101,113,City,C04
209748,111,5,2025-10-02,147,147,City,C04
209749,111,25,2025-10-02,180,203,City,C04
209750,111,58,2025-10-02,157,33,City,C04
209751,111,41,2025-10-02,225,157,City,C04
209752,111,29,2025-10-02,135,124,City,C04
209753,111,54,2025-10-02,124,101,City,C04
209754,112,4,2025-10-02,143,131,Express,X66
209755,112,1,2025-10-02,119,107,Express,X66
209756,112,29,2025-10-02,167,238,Express,X66
209757,112,45,2025-10-02,143,179,Express,X66
209758,112,35,2025-10-02,167,95,Express,X66
209759,112,15,2025-10-02,83,143,Express,X66
209760,112,59,2025-10-02,143,226,Express,X66
209761,112,33,2025-10-02,143,131,Express,X66
209762,112,25,2025-10-02,143,179,Express,X66
209763,112,56,2025-10-02,214,95,Express,X66
209764,101,16,2025-10-03,68,68,City,C01
209765,101,43,2025-10-03,135,90,City,C01
209766,101,52,2025-10-03,147,124,City,C01
209767,101,33,2025-10-03,90,124,City,C01
209768,101,20,2025-10-03,79,157,City,C01
209769,101,7,2025-10-03,90,113,City,C01
209770,101,6,2025-10-03,147,124,City,C01
209771,101,50,2025-10-03,169,213,City,C01
209772,101,18,2025-10-03,203,124,City,C01
209773,101,58,2025-10-03,113,113,City,C01
209774,101,23,2025-10-03,101,135,City,C01
209775,101,8,2025-10-03,157,101,City,C01
209776,101,59,2025-10-03,180,90,City,C01
209777,101,9,2025-10-03,180,101,City,C01
209778,101,46,2025-10-03,135,56,City,C01
209779,102,2,2025-10-03,147,147,City,C02
209780,102,24,2025-10-03,90,90,City,C02
209781,102,18,2025-10-03,147,56,City,C02
209782,102,10,2025-10-03,101,135,City,C02
209783,102,20,2025-10-03,180,124,City,C02
209784,102,32,2025-10-03,180,157,City,C02
209785,102,7,2025-10-03,79,79,City,C02
209786,102,50,2025-10-03,157,135,City,C02
209787,102,40,2025-10-03,90,68,City,C02
209788,102,34,2025-10-03,147,113,City,C02
209789,102,38,2025-10-03,203,101,City,C02
209790,102,13,2025-10-03,113,157,City,C02
209791,102,26,2025-10-03,124,135,City,C02
209792,103,43,2025-10-03,157,68,City,C03
209793,103,52,2025-10-03,157,79,City,C03
209794,103,33,2025-10-03,169,56,City,C03
209795,103,31,2025-10-03,113,124,City,C03
209796,103,46,2025-10-03,79,68,City,C03
209797,103,6,2025-10-03,124,68,City,C03
209798,103,26,2025-10-03,113,147,City,C03
209799,103,55,2025-10-03,68,180,City,C03
209800,103,9,2025-10-03,79,225,City,C03
209801,103,51,2025-10-03,56,135,City,C03
209802,103,39,2025-10-03,124,90,City,C03
209803,103,19,2025-10-03,46,124,City,C03
209804,103,49,2025-10-03,135,124,City,C03
209805,103,23,2025-10-03,101,169,City,C03
209806,103,47,2025-10-03,113,46,City,C03
209807,104,57,2025-10-03,83,214,Express,X11
209808,104,13,2025-10-03,214,155,Express,X11
209809,104,22,2025-10-03,333,119,Express,X11
209810,104,18,2025-10-03,155,107,Express,X11
209811,104,17,2025-10-03,95,167,Express,X11
209812,104,5,2025-10-03,179,131,Express,X11
209813,104,20,2025-10-03,119,143,Express,X11
209814,104,42,2025-10-03,131,214,Express,X11
209815,104,7,2025-10-03,107,107,Express,X11
209816,104,52,2025-10-03,190,119,Express,X11
209817,104,2,2025-10-03,119,249,Express,X11
209818,105,28,2025-10-03,179,131,Express,X28
209819,105,27,2025-10-03,155,167,Express,X28
209820,105,11,2025-10-03,131,143,Express,X28
209821,105,38,2025-10-03,131,179,Express,X28
209822,105,24,2025-10-03,155,131,Express,X28
209823,105,8,2025-10-03,131,119,Express,X28
209824,105,17,2025-10-03,107,167,Express,X28
209825,105,16,2025-10-03,298,119,Express,X28
209826,105,5,2025-10-03,238,155,Express,X28
209827,105,23,2025-10-03,275,119,Express,X28
209828,105,51,2025-10-03,83,119,Express,X28
209829,106,28,2025-10-03,154,103,Feeder,F12
209830,106,4,2025-10-03,114,62,Feeder,F12
209831,106,1,2025-10-03,114,154,Feeder,F12
209832,106,27,2025-10-03,30,72,Feeder,F12
209833,106,41,2025-10-03,72,30,Feeder,F12
209834,106,32,2025-10-03,51,30,Feeder,F12
209835,106,21,2025-10-03,62,72,Feeder,F12
209836,106,34,2025-10-03,114,103,Feeder,F12
209837,106,37,2025-10-03,103,51,Feeder,F12
209838,106,55,2025-10-03,62,82,Feeder,F12
209839,106,6,2025-10-03,72,92,Feeder,F12
209840,106,52,2025-10-03,62,30,Feeder,F12
209841,106,20,2025-10-03,20,72,Feeder,F12
209842,107,13,2025-10-03,60,29,Feeder,F18
209843,107,57,2025-10-03,70,80,Feeder,F18
209844,107,22,2025-10-03,89,40,Feeder,F18
209845,107,34,2025-10-03,29,40,Feeder,F18
209846,107,41,2025-10-03,110,29,Feeder,F18
209847,107,46,2025-10-03,80,50,Feeder,F18
209848,107,21,2025-10-03,50,70,Feeder,F18
209849,107,16,2025-10-03,50,50,Feeder,F18
209850,107,30,2025-10-03,89,80,Feeder,F18
209851,107,4,2025-10-03,40,100,Feeder,F18
209852,107,12,2025-10-03,80,60,Feeder,F18
209853,107,29,2025-10-03,29,60,Feeder,F18
209854,107,1,2025-10-03,80,40,Feeder,F18
209855,107,55,2025-10-03,89,80,Feeder,F18
209856,107,7,2025-10-03,119,50,Feeder,F18
209857,108,15,2025-10-03,92,82,Feeder,F25
209858,108,13,2025-10-03,103,72,Feeder,F25
209859,108,30,2025-10-03,82,62,Feeder,F25
209860,108,57,2025-10-03,123,103,Feeder,F25
209861,108,21,2025-10-03,62,103,Feeder,F25
209862,108,41,2025-10-03,114,82,Feeder,F25
209863,108,6,2025-10-03,42,154,Feeder,F25
209864,108,44,2025-10-03,62,82,Feeder,F25
209865,108,20,2025-10-03,92,62,Feeder,F25
209866,108,45,2025-10-03,82,164,Feeder,F25
209867,108,46,2025-10-03,42,62,Feeder,F25
209868,108,3,2025-10-03,82,92,Feeder,F25
209869,108,47,2025-10-03,42,62,Feeder,F25
209870,108,8,2025-10-03,82,164,Feeder,F25
209871,109,48,2025-10-03,151,86,Intercity,E16
209872,109,55,2025-10-03,76,97,Intercity,E16
209873,109,39,2025-10-03,97,109,Intercity,E16
209874,109,8,2025-10-03,97,44,Intercity,E16
209875,109,32,2025-10-03,76,65,Intercity,E16
209876,109,5,2025-10-03,86,76,Intercity,E16
209877,109,17,2025-10-03,109,65,Intercity,E16
209878,109,26,2025-10-03,65,97,Intercity,E16
209879,109,21,2025-10-03,130,86,Intercity,E16
209880,109,12,2025-10-03,130,97,Intercity,E16
209881,109,20,2025-10-03,86,119,Intercity,E16
209882,110,39,2025-10-03,109,65,Intercity,E22
209883,110,37,2025-10-03,130,44,Intercity,E22
209884,110,40,2025-10-03,76,44,Intercity,E22
209885,110,59,2025-10-03,76,141,Intercity,E22
209886,110,21,2025-10-03,44,76,Intercity,E22
209887,110,41,2025-10-03,119,141,Intercity,E22
209888,110,8,2025-10-03,76,109,Intercity,E22
209889,110,4,2025-10-03,119,119,Intercity,E22
209890,110,6,2025-10-03,109,54,Intercity,E22
209891,110,48,2025-10-03,76,97,Intercity,E22
209892,110,30,2025-10-03,44,162,Intercity,E22
209893,110,19,2025-10-03,109,65,Intercity,E22
209894,110,47,2025-10-03,65,65,Intercity,E22
209895,111,33,2025-10-03,147,157,City,C04
209896,111,16,2025-10-03,79,147,City,C04
209897,111,31,2025-10-03,90,90,City,C04
209898,111,52,2025-10-03,225,113,City,C04
209899,111,56,2025-10-03,157,157,City,C04
209900,111,35,2025-10-03,90,169,City,C04
209901,111,5,2025-10-03,79,101,City,C04
209902,111,25,2025-10-03,101,124,City,C04
209903,111,58,2025-10-03,124,225,City,C04
209904,111,41,2025-10-03,79,113,City,C04
209905,111,29,2025-10-03,56,180,City,C04
209906,111,54,2025-10-03,101,46,City,C04
209907,112,4,2025-10-03,190,155,Express,X66
209908,112,1,2025-10-03,179,119,Express,X66
209909,112,29,2025-10-03,275,214,Express,X66
209910,112,45,2025-10-03,155,119,Express,X66
209911,112,35,2025-10-03,119,83,Express,X66
209912,112,15,2025-10-03,131,155,Express,X66
209913,112,59,2025-10-03,72,155,Express,X66
209914,112,33,2025-10-03,167,119,Express,X66
209915,112,25,2025-10-03,107,167,Express,X66
209916,112,56,2025-10-03,179,179,Express,X66
209917,101,16,2025-10-04,213,157,City,C01
209918,101,43,2025-10-04,203,157,City,C01
209919,101,52,2025-10-04,90,236,City,C01
209920,101,33,2025-10-04,124,113,City,C01
209921,101,20,2025-10-04,68,113,City,C01
209922,101,7,2025-10-04,68,79,City,C01
209923,101,6,2025-10-04,46,90,City,C01
209924,101,50,2025-10-04,113,79,City,C01
209925,101,18,2025-10-04,113,169,City,C01
209926,101,58,2025-10-04,46,101,City,C01
209927,101,23,2025-10-04,101,113,City,C01
209928,101,8,2025-10-04,68,113,City,C01
209929,101,59,2025-10-04,113,68,City,C01
209930,101,9,2025-10-04,101,79,City,C01
209931,101,46,2025-10-04,33,135,City,C01
209932,102,2,2025-10-04,101,124,City,C02
209933,102,24,2025-10-04,90,101,City,C02
209934,102,18,2025-10-04,124,124,City,C02
209935,102,10,2025-10-04,124,68,City,C02
209936,102,20,2025-10-04,46,46,City,C02
209937,102,32,2025-10-04,124,79,City,C02
209938,102,7,2025-10-04,124,56,City,C02
209939,102,50,2025-10-04,101,135,City,C02
209940,102,40,2025-10-04,90,79,City,C02
209941,102,34,2025-10-04,79,101,City,C02
209942,102,38,2025-10-04,101,90,City,C02
209943,102,13,2025-10-04,124,68,City,C02
209944,102,26,2025-10-04,33,90,City,C02
209945,103,43,2025-10-04,101,203,City,C03
209946,103,52,2025-10-04,213,101,City,C03
209947,103,33,2025-10-04,101,236,City,C03
209948,103,31,2025-10-04,180,147,City,C03
209949,103,46,2025-10-04,90,68,City,C03
209950,103,6,2025-10-04,90,79,City,C03
209951,103,26,2025-10-04,147,79,City,C03
209952,103,55,2025-10-04,113,147,City,C03
209953,103,9,2025-10-04,90,135,City,C03
209954,103,51,2025-10-04,124,56,City,C03
209955,103,39,2025-10-04,90,79,City,C03
209956,103,19,2025-10-04,157,101,City,C03
209957,103,49,2025-10-04,33,90,City,C03
209958,103,23,2025-10-04,147,56,City,C03
209959,103,47,2025-10-04,68,124,City,C03
209960,104,57,2025-10-04,167,155,Express,X11
209961,104,13,2025-10-04,143,190,Express,X11
209962,104,22,2025-10-04,131,95,Express,X11
209963,104,18,2025-10-04,72,72,Express,X11
209964,104,17,2025-10-04,190,155,Express,X11
209965,104,5,2025-10-04,107,143,Express,X11
209966,104,20,2025-10-04,49,107,Express,X11
209967,104,42,2025-10-04,95,107,Express,X11
209968,104,7,2025-10-04,95,95,Express,X11
209969,104,52,2025-10-04,190,155,Express,X11
209970,104,2,2025-10-04,119,119,Express,X11
209971,105,28,2025-10-04,131,190,Express,X28
209972,105,27,2025-10-04,83,107,Express,X28
209973,105,11,2025-10-04,83,95,Express,X28
209974,105,38,2025-10-04,83,35,Express,X28
209975,105,24,2025-10-04,95,131,Express,X28
209976,105,8,2025-10-04,107,119,Express,X28
209977,105,17,2025-10-04,107,167,Express,X28
209978,105,16,2025-10-04,179,143,Express,X28
209979,105,5,2025-10-04,107,107,Express,X28
209980,105,23,2025-10-04,95,83,Express,X28
209981,105,51,2025-10-04,83,131,Express,X28
209982,106,28,2025-10-04,62,62,Feeder,F12
209983,106,4,2025-10-04,72,30,Feeder,F12
209984,106,1,2025-10-04,72,82,Feeder,F12
209985,106,27,2025-10-04,42,114,Feeder,F12
209986,106,41,2025-10-04,62,51,Feeder,F12
209987,106,32,2025-10-04,62,92,Feeder,F12
209988,106,21,2025-10-04,30,103,Feeder,F12
209989,106,34,2025-10-04,72,72,Feeder,F12
209990,106,37,2025-10-04,82,42,Feeder,F12
209991,106,55,2025-10-04,82,82,Feeder,F12
209992,106,6,2025-10-04,30,30,Feeder,F12
209993,106,52,2025-10-04,92,92,Feeder,F12
209994,106,20,2025-10-04,42,10,Feeder,F12
209995,107,13,2025-10-04,70,50,Feeder,F18
209996,107,57,2025-10-04,70,60,Feeder,F18
209997,107,22,2025-10-04,19,29,Feeder,F18
209998,107,34,2025-10-04,60,50,Feeder,F18
209999,107,41,2025-10-04,29,10,Feeder,F18
210000,107,46,2025-10-04,110,40,Feeder,F18
210001,107,21,2025-10-04,89,10,Feeder,F18
210002,107,16,2025-10-04,70,89,Feeder,F18
210003,107,30,2025-10-04,80,100,Feeder,F18
210004,107,4,2025-10-04,60,50,Feeder,F18
210005,107,12,2025-10-04,40,89,Feeder,F18
210006,107,29,2025-10-04,10,60,Feeder,F18
210007,107,1,2025-10-04,29,80,Feeder,F18
210008,107,55,2025-10-04,19,40,Feeder,F18
210009,107,7,2025-10-04,40,80,Feeder,F18
210010,108,15,2025-10-04,42,62,Feeder,F25
210011,108,13,2025-10-04,42,42,Feeder,F25
210012,108,30,2025-10-04,62,10,Feeder,F25
210013,108,57,2025-10-04,62,103,Feeder,F25
210014,108,21,2025-10-04,30,51,Feeder,F25
210015,108,41,2025-10-04,30,51,Feeder,F25
210016,108,6,2025-10-04,51,42,Feeder,F25
210017,108,44,2025-10-04,0,51,Feeder,F25
210018,108,20,2025-10-04,51,51,Feeder,F25
210019,108,45,2025-10-04,20,51,Feeder,F25
210020,108,46,2025-10-04,51,62,Feeder,F25
210021,108,3,2025-10-04,114,62,Feeder,F25
210022,108,47,2025-10-04,51,51,Feeder,F25
210023,108,8,2025-10-04,82,62,Feeder,F25
210024,109,48,2025-10-04,119,32,Intercity,E16
